"alpha_0","alpha_7","alpha_14","alpha_21","alpha_28","alpha_35","alpha_42","alpha_49","alpha_56","alpha_63","alpha_70","alpha_77","alpha_84","alpha_91","alpha_98","alpha_105","alpha_112","alpha_119","elu_0","elu_30","elu_60","elu_90","elu_120","elu_150","elu_180","elu_210","elu_240","elu_270","elu_300","elu_330","elu_360","elu_390","cdc15_10","cdc15_30","cdc15_50","cdc15_70","cdc15_90","cdc15_110","cdc15_130","cdc15_150","cdc15_170","cdc15_190","cdc15_210","cdc15_230","cdc15_250","cdc15_270","cdc15_290","spo_0","spo_2","spo_5","spo_7","spo_9","spo_11","spo5_2","spo5_7","spo5_11","spo__early","spo__mid","heat_0","heat_10","heat_20","heat_40","heat_80","heat_160","dtt_15","dtt_30","dtt_60","dtt_120","cold_0","cold_20","cold_40","cold_160","diau_540","diau_660","diau_780","diau_900","diau_1020","diau_1140","diau_1260","class"
0.23,-0.23,0.58,0.06,0.31,0.11,0.46,-0.04,0.4,0.19,0.3,-0.06,0.18,0.11,0.36,0.07,0.12,-0.27,0.5,,0.03,0.18,,-0.25,-0.03,0.25,0.19,0.01,-0.14,0.36,0.29,0.25,,-0.43,-0.3,-0.06,0.19,0.12,-0.03,0.01,-0.06,0.19,0.16,-0.36,0.34,0.21,0.37,-0.27,-0.4,-0.01,0.25,0.06,0.01,0.01,0.15,-0.42,-0.62,-0.27,0.26,0.45,0.69,0.33,0.26,0.38,0.42,-0.54,0.39,0.55,0.33,0.33,0.45,0.07,,-0.2,-0.27,-0.34,-0.25,-0.4,-0.71,GO0004742@GO0005967@GO0005739@GO0006090
0.68,0.7,0.74,0.78,0.29,0.76,0.01,0.28,0.01,-0.07,0.54,0.74,0.29,0.4,0.21,0.29,0.16,-0.07,0.25,-0.14,0.19,0.3,0.19,0.14,0.1,0.14,0.16,-0.01,-0.14,-0.09,0.19,0.24,0.46,2.47,2.37,1.26,0.19,-0.01,1.65,2.46,1.42,0.51,-0.07,-0.76,0.58,0.55,0.4,-0.04,-0.38,-0.94,-1.12,-1.15,-1.18,0.32,-0.17,-0.06,-0.79,-1.36,0.39,0.23,0.12,0.31,0.04,0.15,-0.32,-1.03,0.93,1.33,0.38,-0.1,0.6,1.25,,0.21,0.19,-0.09,0.08,-0.15,-0.04,GO0004190@GO0005199@GO0005886@GO0046658@GO0019538@GO0031505
-0.1,-0.17,0.11,0.03,0.3,-0.1,0.52,0.1,0.12,-0.03,-0.09,-0.25,-0.14,-0.58,-0.15,-0.29,-0.01,-0.23,0.84,0.57,-0.17,0.11,-0.04,0.03,0.1,0.26,0.43,0.23,0.1,0.38,0.2,0.52,-0.43,-0.64,-0.34,0.06,0.03,-0.34,-0.23,-0.42,-0.34,-0.03,0.11,-1.36,-0.04,-0.03,0.07,-0.09,0.23,0.03,-0.22,-0.76,-1.25,0.3,-0.94,-0.84,0.56,0.86,0.56,1.09,0.86,1.56,1.09,1.05,0.39,-0.45,0.61,0.39,0.28,0.52,0.76,1.02,-0.92,-0.29,0.79,-0.67,-0.97,0.39,-0.36,GO0030674@GO0005634@GO0030433@GO0007103
0.55,0.11,0.19,0.12,-0.04,-0.18,0.16,-0.29,0.03,-0.38,-0.06,-0.3,0.08,-0.32,-0.14,-0.18,-0.49,-0.42,0.11,-0.49,-0.47,-0.32,-0.54,-0.51,-0.2,-0.42,0.04,-0.17,-0.1,-0.18,-0.04,-0.3,-0.12,-0.94,-1.32,-1.15,-1.25,-1.15,-0.89,-1.09,-1.06,-0.09,-0.29,-0.79,0.03,-0.23,-0.04,0.06,-0.67,0.24,0.55,0.39,0.14,-1.36,0.21,-0.1,-1.29,-0.29,-0.07,1.98,0.94,0.46,0.19,0.19,2.29,1.87,2.53,1.71,-0.32,-0.06,0.18,1.46,0.32,0.25,0.01,-0.4,0.06,0.19,-0.2,GO0009055@GO0016972@GO0005783@GO0006467
-0.03,-0.32,0.5,0.34,0.42,0.08,0.5,0.2,0.26,-0.03,-0.25,-0.18,-0.12,-0.38,-0.04,-0.27,-0.14,-0.22,1.34,0.06,-0.15,0.1,-0.32,-0.56,-1.15,-0.43,-0.15,-0.32,-0.12,-0.07,0.39,-0.27,-1.69,-2.47,-2.74,-0.06,-0.89,-0.84,-1.79,-2.18,-1.6,-0.89,-0.3,-0.51,0.45,0.11,0.07,0.03,-0.45,0.81,0.44,-0.54,-0.71,-1.43,-0.23,-1.6,0.99,2.49,0.03,2.28,1.86,0.78,1.22,0.29,0.04,0.38,1.01,0.56,-0.3,0.03,0.03,-0.12,0.04,-0.06,-0.42,-0.09,0.3,1.04,0.76,GO0042623@GO0051082@GO0005737@GO0043248@GO0006458@GO0042026@GO0006970
0.18,-0.4,0.01,0.23,0.03,0.18,0.42,0.28,0.24,-0.12,0.08,-0.14,-0.07,-0.47,-0.14,-0.12,-0.32,-0.15,1.03,0.37,0.29,0.29,-0.42,-0.58,-0.45,-0.54,-0.12,-0.23,-0.06,,0.37,-0.34,-1.6,-2.64,-2.84,-2.74,-2.56,-2.4,-2.25,-2.18,-2,-0.84,-0.6,-0.09,0.23,-0.17,-0.09,0.32,-0.06,1.21,0.68,-0.3,-0.54,-1.06,,-1.29,1.18,2.44,0.14,1.45,1.62,0.81,0.77,1.43,-0.15,0.2,0.77,,-0.01,-0.2,0.06,-0.12,0.11,0.04,-0.25,-0.12,0.19,0.62,1.1,GO0042623@GO0051082@GO0005739@GO0005737@GO0043248@GO0006458@GO0042026@GO0000723@GO0006950
-0.34,-0.23,-0.03,,-0.07,0.23,0.16,-0.29,-0.04,-0.15,-0.27,-0.04,-0.4,-0.74,-0.07,-0.14,-0.3,-0.32,1.45,0.99,0.08,-0.07,-0.42,-0.74,-0.49,0.15,0.29,-0.06,-0.1,0.2,0.75,0.48,-0.81,-2.4,-2.74,-2.4,-2.25,-2.18,-1.36,-1.43,-1.4,-0.25,-0.18,-0.42,0.34,0.07,0.11,-0.25,-1.22,-1.03,-0.71,-1.4,-1.64,-0.64,0.26,-0.54,0.33,0.7,0.58,3.19,2.04,0.86,0.72,-0.17,0.88,0.65,0.7,0.53,0.24,0.3,0.12,0.84,0.04,-0.54,0.08,-0.03,0.06,1.36,0.74,GO0051082@GO0030188@GO0005843@GO0006457@GO0006413
0.08,-0.4,-0.34,0.07,0.24,0.06,0.38,0.32,0.25,0.62,-0.29,0.41,-0.17,-0.04,-0.17,0.81,-0.1,0.36,0.33,0.4,-0.09,0.67,-0.03,-0.42,0.16,0.26,0.71,0.63,-0.01,0.63,1.02,1.07,-1.84,-2.74,-2.94,-2.94,-3.06,-2.94,-2.56,-2.56,-2.25,,-0.54,0.83,0.01,-0.14,-0.23,0.61,-1.29,-1.29,-2,-1.84,-2.25,0.01,-0.36,-0.56,0.21,0.07,0.8,2.35,1.69,0.98,1.11,0.41,-1.09,-0.25,1.15,-0.09,0.51,-0.09,-0.18,0.3,0.12,0.06,0.04,-0.01,-0.12,0.01,-0.15,GO0016887@GO0051082@GO0005832@GO0005634@GO0000329@GO0009277@GO0005737@GO0006412@GO0042026@GO0006950@GO0006626@GO0000060@GO0006616
-0.54,0.04,0.14,0.7,0.06,0.53,0.01,0.18,0.03,-0.03,-0.07,0.01,-0.12,-0.18,-0.14,-0.06,-0.2,-0.12,0.81,0.1,-0.2,-0.36,-0.36,-0.2,0.11,,0.16,-0.03,0.28,0.14,0.49,0.36,-1,-1.36,-1.29,-0.94,-1.03,-1,-0.49,-0.45,-0.54,0.42,0.56,1.24,0.64,0.32,0.36,-0.06,-0.09,-0.12,-0.3,-0.14,-0.03,-0.14,-0.01,-0.29,-0.47,-0.4,0.76,3.62,1.33,1.37,0.96,1.31,0.2,0.43,0.51,0.26,,0.64,0.56,1.55,-0.03,0.58,0.07,-0.15,0.14,0.45,-0.01,GO0051082@GO0051087@GO0005739@GO0005743@GO0006457@GO0006508
,0.14,0.25,-0.27,-0.06,-0.22,0.15,-0.25,-0.15,-0.07,-0.12,-0.12,-0.07,-0.32,-0.23,-0.29,0.01,0.33,0.33,-0.6,-0.64,-0.56,-0.43,-0.38,-0.3,-0.1,-0.17,-0.17,-0.1,0.01,0.08,-0.07,-0.15,-0.49,-0.56,-0.27,-0.23,-0.27,-0.1,-0.43,-0.4,-0.23,-0.29,-1,-0.2,-0.2,-0.12,-0.32,-0.43,-0.18,-0.14,-0.4,-0.27,-0.34,-0.27,-0.58,0.53,1.24,-0.38,0.97,,0.08,0.1,0.18,0.88,0.51,0.63,0.16,-0.69,0.16,-0.81,0.18,-0.12,-0.12,0.2,-0.07,-0.04,0.7,0.11,GO0004842@GO0005789@GO0030433
-0.1,-0.47,0.18,-0.04,0.28,-0.25,-0.09,-0.09,-0.15,-0.09,-0.27,-0.01,-0.06,-0.3,-0.25,-0.12,-0.03,-0.25,-0.14,-0.23,-0.43,-0.45,-0.45,-0.18,-0.4,-0.06,0.03,-0.06,-0.18,0.39,0.34,0.04,-0.47,-0.51,-0.22,-0.42,-0.38,-0.14,-0.12,-0.34,-0.29,-0.36,-0.49,-0.36,-0.42,-0.25,-0.27,-0.22,-0.22,-0.22,-0.71,-0.69,-0.49,-0.15,-0.79,0.32,0.43,0.07,-0.15,0.26,0.15,0.46,0.41,0.89,0.08,-0.29,0.34,0.69,-0.03,0.31,0.24,-0.3,0.08,-0.09,0.08,-0.17,0.12,0.26,0.31,GO0004842@GO0005789@GO0030433
-0.06,0.23,0.5,0.42,0.23,-0.09,-0.04,-0.34,-0.25,-0.07,,0.12,0.15,-0.43,-0.04,-0.22,0.06,0.04,0.91,-0.56,-0.56,-0.49,-0.38,-0.15,-0.34,-0.14,0.08,-0.04,-0.56,0.11,-0.03,-0.17,0.1,0.04,0.25,,-0.14,-0.22,0.26,0.11,0.1,-0.25,-0.34,-1.18,0.57,0.11,0.2,-0.34,-0.25,-0.69,-0.56,-0.67,-0.58,0.58,-0.03,-0.01,0.1,-0.07,-0.07,0.84,0.43,-0.01,-0.17,-0.04,0.14,0.01,0.21,0.2,-0.06,0.29,-0.01,-0.38,-0.27,-0.29,-0.06,-0.29,-0.07,0.68,0.33,GO0008565@GO0032266@GO0030904@GO0005768@GO0042147
0.07,-0.1,0.08,-0.15,0.1,-0.4,0.29,-0.34,0.03,-0.17,-0.07,-0.29,0.11,-0.36,-0.07,-0.36,-0.01,-0.38,0.45,0.23,0.23,-0.2,0.04,-0.09,-0.04,0.11,-2.06,0.33,0.08,0.26,0.11,0.01,-0.34,-0.17,0.31,0.34,0.42,0.91,0.66,0.64,-0.17,0.36,0.76,0.25,0.57,0.36,0.77,-0.3,0.04,0.1,0.18,0.2,-0.1,-0.09,0.1,-0.22,-0.3,-0.47,0.07,0.58,0.14,-0.22,0.37,-0.22,0.04,-0.62,-0.07,-0.17,0.18,0.24,0.06,-0.18,-0.2,-0.18,0.18,0.16,0.34,0.93,1.2,GO0004129@GO0005751@GO0005739@GO0006123
-0.1,0.75,-0.1,-0.32,-0.01,0.01,-0.29,0.14,0.16,-0.3,-0.12,-0.1,-0.07,-0.3,-0.27,,-0.23,-0.06,3.73,-0.86,-0.2,-1.69,-2.74,-2.64,-2.47,-2,-1.47,-1.6,-1.29,-0.86,-1.36,-1.69,,0.03,-0.09,-0.51,-0.51,0.16,0.15,-0.45,-0.23,-0.29,,0.21,0.12,-0.15,0.1,,-1.43,-1.47,-2,-1.84,-1.4,-0.38,-0.27,-0.12,-0.38,0.07,1.57,1.54,-0.34,-1.4,-1.29,-0.3,-0.58,-0.6,-0.94,-0.79,1.08,0.42,-0.3,-1.56,-0.79,0.01,1.88,1.56,0.86,3.65,3.29,GO0003674@GO0005886@GO0006950
0.16,0.01,0.07,-0.36,0.15,0.25,0.08,-0.06,-0.1,-0.3,-0.42,-0.42,-0.15,-0.42,-0.22,-0.32,-0.03,-0.09,1.89,-0.89,-0.64,-1.22,-1.09,-1.32,-0.58,-0.6,-0.92,-1.36,-0.86,-0.25,-0.67,-0.92,0.07,0.6,0.4,0.33,0.9,1.01,1.43,0.69,0.37,0.64,0.45,0.37,1.3,0.9,0.96,-0.43,1.05,1.35,-0.27,-1,-1.12,-0.22,-1.84,-2.47,1.24,-1.89,0.51,0.73,0.34,0.49,-0.14,0.33,-0.62,-0.06,-0.64,-0.69,0.04,0.7,0.42,-0.17,0.03,-0.07,0.73,0.21,0.74,2.07,2.24,GO0003674@GO0005575@GO0009060
-0.51,-0.1,-0.1,-0.58,0.07,-0.43,-0.15,-0.3,-0.42,-0.25,-0.03,-0.23,-0.15,-0.1,-0.1,-0.23,-0.14,-0.34,0.18,-0.23,-0.6,-0.34,-0.36,-0.29,-0.15,-0.07,0.01,-0.12,-0.47,0.1,-0.1,-0.34,-0.71,-0.54,0.12,1.36,1.11,0.92,1.01,1.5,1.42,1.73,1.18,0.11,0.77,0.89,0.84,-0.15,-0.89,0.42,0.04,0.04,0.25,-1.43,-0.69,-0.22,-1.94,-0.2,0.49,0.41,0.15,-0.36,-0.14,-0.03,-0.58,-0.47,-0.1,-0.62,0.15,0.76,1.43,-0.45,,-0.03,0.43,0.04,0.65,0.67,2.47,GO0005296@GO0005886@GO0006865
0.54,-0.12,-0.01,0.1,0.25,0.14,0.39,0.04,0.08,0.38,-0.01,-0.15,0.41,-0.01,0.11,-0.1,0.23,-0.12,0.32,-0.3,-0.4,-0.09,-0.06,0.14,-0.79,-0.71,-0.54,-0.3,0.4,-0.79,-0.62,-0.62,-0.04,1.59,0.68,0.2,0.15,0.49,0.77,0.75,0.14,0.76,0.54,0.78,-0.09,0.03,-0.3,-0.15,-0.27,0.38,-0.69,0.07,-0.27,-1,-1.06,-0.84,-2.06,-1.51,0.19,0.39,1.05,0.42,0.15,-0.3,-0.38,-1.12,-0.51,-0.14,0.46,0.89,1.33,1.01,,0.56,0.29,-0.51,-0.15,0.82,0.34,GO0003674@GO0016023@GO0019898@GO0016192@GO0045721
0.3,1.48,0.78,0.25,,-0.49,-0.42,-0.42,-0.23,-0.29,-0.36,-0.62,-0.51,-0.62,,-0.38,-0.67,-0.4,-1.12,-1.18,-0.81,0.16,-0.42,0.08,-0.34,0.12,-0.07,-0.01,-0.6,0.14,0.15,0.51,0.06,-0.38,0.48,1.14,0.62,0.58,0.54,0.15,0.96,0.94,0.83,0.28,-1.51,0.65,1.13,-0.4,-1.32,,-1.15,-0.3,-0.89,-0.4,0.3,-0.14,-1.6,-1.6,-0.03,0.4,0.32,0.54,0.63,0.39,-0.34,-0.76,-0.94,-0.86,0.42,0.68,0.49,0.52,-0.17,-0.06,1.02,0.5,0.36,0.41,0.14,GO0000319@GO0005886@GO0000316
0.2,1.33,0.88,0.15,,-0.43,-0.1,-0.67,-0.49,-0.27,-0.18,-0.15,0.26,-0.49,-0.12,-0.62,-0.42,-0.42,0.01,0.34,-0.38,-0.51,-0.38,-0.43,-0.4,-0.25,0.38,0.43,0.3,0.64,0.3,-0.23,0.14,0.5,0.33,1.4,1.58,1.92,1.97,1.25,-0.79,1.08,-0.71,1.07,1.85,1.51,1.89,-0.23,-0.79,-0.62,-1,-0.92,-0.89,-0.43,-0.64,-0.71,-1.69,-2.4,0.82,4.43,2.32,0.04,0.55,0.84,-0.94,-1.56,-0.58,-0.71,0.14,1.42,2.22,0.34,0.15,0.77,1.28,1.92,1.5,2.18,2.67,GO0005353@GO0005355@GO0015578@GO0005739@GO0005886@GO0008645
-0.12,0.31,0.12,-0.4,-0.32,-0.69,-0.23,-1,-0.4,0.26,-0.03,-0.22,0.1,-0.23,-0.4,-0.71,-0.49,-0.38,-0.29,-0.29,-0.79,0.21,-0.58,-0.81,-0.69,0.15,0.07,0.26,-0.1,0.29,-0.25,-0.07,0.45,1.48,0.86,1.74,1.77,2.25,2.17,1.83,1.4,2.1,2.13,1.42,2.11,1.92,1.92,-0.62,-1.47,-0.89,-1.12,-0.92,-1.09,-0.51,-0.67,-0.38,-1.6,-2.25,0.41,1.67,0.55,-0.64,-0.38,-0.1,-1.22,-1.47,-0.64,-1.18,0.31,0.58,1.67,-0.01,-0.04,0.3,0.73,1.2,1.19,1.79,0.94,GO0015146@GO0005353@GO0005355@GO0015578@GO0005886@GO0008645
0.39,0.24,0.23,-0.23,,-0.47,0.21,-0.32,-0.03,0.06,0.33,0.16,0.52,,0.14,-0.34,0.06,-0.2,0.37,0.24,-0.58,-0.92,-0.51,-0.86,-0.62,-0.29,0.36,0.46,0.42,0.7,0.43,-0.07,0.49,1.1,0.86,1.37,1.08,1.29,1.38,0.93,0.61,1.03,1.02,0.01,0.29,-0.04,-0.1,,-1.4,-1.03,-1.15,-0.36,-0.86,-0.67,-0.25,-0.12,-2.25,-2.94,0.68,0.89,-0.17,-0.69,-0.22,0.19,-1.09,-1.64,-0.64,-1.03,1.37,1.06,1.86,0.28,0.25,0.73,1.08,0.58,0.56,0.74,0.56,GO0005353@GO0005355@GO0015578@GO0005886@GO0008645
0.07,-0.15,0.04,-0.34,0.03,-0.4,0.1,-0.14,,-0.09,0.19,-0.3,-0.04,-0.4,-0.17,-0.09,-0.1,-0.34,-0.94,-0.64,-0.42,-0.15,-0.06,-0.43,-0.49,-0.45,-0.27,-0.32,-0.74,-0.34,-0.12,-0.25,0.36,0.92,0.4,-0.01,-0.04,0.65,0.79,1.25,0.73,0.33,0.59,1.01,0.74,0.75,0.64,-0.38,-0.67,-0.34,-0.89,-0.22,-0.42,-0.71,-0.71,-0.09,-1.74,-1.79,0.18,0.78,-0.27,0.58,-0.1,0.52,-0.6,-0.71,-0.25,-0.47,0.11,0.21,,0.86,-0.27,,0.34,0.19,0.8,1.86,1.42,GO0003674@GO0005575@GO0007165@GO0015758
,-0.2,-0.12,-0.18,,-0.38,0.9,-0.36,-0.09,-0.2,-0.2,-0.14,0.18,-0.32,-0.17,-0.34,-0.32,-0.23,-0.89,-0.62,-0.56,-0.27,-0.07,-0.23,0.08,0.08,0.31,0.52,-0.04,0.44,0.39,-0.07,0.58,0.21,-0.18,0.16,0.26,0.37,0.93,0.74,0.65,0.42,0.62,,0.55,0.38,0.42,-0.32,-0.6,-0.62,-0.56,-0.79,-0.74,-0.07,-0.14,0.01,-1.15,-0.76,,0.15,0.28,-0.1,0.32,-0.14,0.1,-0.71,0.15,-0.22,0.24,0.1,0.34,0.63,-0.09,0.15,0.15,-0.18,0.15,0.38,0.04,GO0003735@GO0005763@GO0005739@GO0006412
-0.12,-0.36,0.06,-0.03,,0.2,0.32,-0.23,-0.18,-0.14,-0.18,-0.49,-0.18,-0.23,-0.34,-0.42,-0.07,,0.15,-0.84,-0.64,-0.45,-0.58,-0.22,-0.36,-0.01,0.1,-0.29,-0.51,0.08,-0.06,-0.27,0.76,0.5,-0.01,0.06,-0.2,,-0.89,0.57,0.4,-0.3,-0.38,1.06,0.78,0.52,0.97,-0.3,-0.94,-0.81,-1.15,-1.36,-1.15,-0.42,-0.56,-1.03,-1.47,-0.81,-0.06,-0.06,0.34,0.29,-0.6,0.07,-0.04,0.18,-0.18,-0.64,0.26,0.66,2.72,0.44,-0.15,0.07,0.41,-0.36,0.07,0.93,0.72,GO0003735@GO0005762@GO0005739@GO0006412
-0.49,-0.07,-0.76,-0.47,-0.49,-0.15,0.18,-0.32,-0.29,-0.12,-0.38,-0.15,-0.09,-0.1,0.14,-0.07,-0.2,-0.4,-1.32,-0.07,-0.3,0.16,-0.22,-0.1,-0.14,0.5,0.08,0.37,-0.15,0.29,0.3,0.4,-0.58,-0.12,0.39,-0.92,-0.38,-0.84,-0.62,-0.32,-0.12,-0.47,-0.71,0.06,-0.34,-0.36,-0.38,-0.54,-1.15,-1.09,-1.69,-0.51,-1.69,-0.14,-0.79,-1.18,-0.79,-0.71,,0.4,1.11,0.65,0.54,-0.15,0.23,-0.42,0.15,0.31,0.29,0.39,-0.42,-0.06,0.07,-0.23,0.4,0.62,0.61,0.4,0.66,GO0005384@GO0000324@GO0005886@GO0006828
0.31,-0.03,0.45,,1.03,0.72,1.12,,0.58,0.79,0.48,0.34,0.16,-0.01,0.24,-0.14,-0.01,-0.15,-0.74,-0.17,0.08,-0.07,0.04,0.07,0.03,0.21,0.28,0.29,0.19,0.33,0.1,-0.03,-1.22,-2.18,-1.32,0.15,0.7,0.78,0.58,0.42,0.36,0.06,0.29,-0.76,0.46,0.57,0.76,-0.2,0.37,-0.58,-0.74,-2,-2.4,0.89,-0.43,-2.18,0.4,-0.45,-0.07,1.06,1.48,0.6,0.01,0.01,0.3,-0.47,0.96,0.54,-0.04,0.08,-0.22,-0.86,0.06,0.3,0.55,0.52,0.78,1.43,1.21,GO0004449@GO0005739@GO0005759@GO0006099@GO0006102@GO0006537
0.18,0.3,0.45,0.23,0.25,0.41,0.28,0.53,0.37,-0.14,-0.14,-0.1,-0.14,-0.01,0.08,0.51,0.07,0.18,0.16,0.4,0.29,0.12,-0.29,-0.22,0.12,0.51,0.25,0.26,0.2,0.41,0.33,0.44,-0.92,-1.09,-0.4,0.48,0.28,0.01,-0.47,-0.15,0.14,0.55,0.37,0.7,,-0.04,0.23,0.31,0.21,-0.54,-0.76,-0.79,-0.15,0.99,-0.3,0.07,0.48,-0.42,0.37,0.8,0.87,0.58,0.5,0.52,0.26,-0.62,0.69,0.62,0.26,0.24,0.74,0.11,0.16,0.16,0.19,0.07,0.19,0.54,0.48,GO0003755@GO0016020@GO0008150
0.15,-0.18,0.06,-0.2,,-0.14,0.25,0.25,0.14,-0.07,0.07,-0.01,-0.14,,-0.12,0.12,0.24,-0.15,1.32,-0.17,-0.22,-0.45,-0.38,-0.45,-0.43,-0.4,-0.23,-0.45,-0.32,0.16,-0.06,0.03,-0.2,-0.2,-0.07,-0.25,-0.04,0.01,0.04,-0.22,-0.27,-0.14,-0.23,0.16,-0.01,-0.09,-0.06,-0.29,-0.56,-0.56,-0.76,-0.74,-0.67,-0.03,-0.03,0.37,-0.04,0.46,0.29,0.84,0.43,0.28,0.16,0.76,,-0.17,-0.12,0.18,0.36,0.15,,0.03,-0.12,0.07,0.3,-0.06,0.01,0.96,0.74,GO0003702@GO0005634@GO0005737@GO0046686@GO0045944
-0.01,0.59,-0.04,0.01,0.36,0.18,0.55,0.08,0.07,-0.27,-0.12,-0.17,-0.14,-0.49,0.06,-0.2,-0.1,-0.4,0.15,-0.45,-0.36,-0.25,-0.51,-0.36,-0.47,0.11,0.46,0.15,-0.36,0.6,0.88,0.2,-0.34,-1.43,-1.32,-0.76,-0.62,-0.56,-0.12,0.04,-0.07,-0.06,0.18,0.33,0.41,0.57,0.77,-0.22,-1.6,-1.22,-1.12,-1.06,-1.03,-0.47,0.21,0.19,-1.69,-0.64,0.19,2.12,1.71,1.6,1.61,1.02,0.23,-0.71,1.32,0.24,-0.01,-1,-0.06,-1.43,0.29,0.19,-0.34,0.16,0.23,1.13,1.65,GO0003697@GO0005739@GO0042645@GO0006457@GO0030150
-0.32,-0.14,-0.2,-0.34,-0.18,-0.04,-0.23,-0.07,-0.29,0.16,0.29,-0.47,-0.38,-0.38,-0.23,0.28,-0.23,0.21,-0.09,0.06,-0.18,0.24,-0.14,-0.6,0.32,0.49,0.33,-0.03,0.38,0.15,-0.29,0.03,0.18,-0.04,0.06,0.45,0.33,0.4,0.33,0.01,0.25,0.52,0.21,0.75,0.3,0.16,0.12,0.06,-1.29,-0.71,-1.36,-1.32,-1,-0.47,-0.89,-0.29,-0.67,-0.54,0.07,1.19,0.69,1.14,0.3,0.57,-1,-0.43,-0.64,-0.29,0.71,0.57,1.05,0.48,-0.06,0.01,-0.2,-0.14,-0.07,1.12,1.44,GO0003700@GO0005634@GO0006350@GO0000433@GO0007031@GO0006109
0.64,1.16,1.69,1.48,1.08,0.63,0.69,0.11,,0.03,0.15,0.32,0.49,0.31,0.41,0.25,0.15,-0.07,0.48,-0.06,-0.43,-0.6,-0.76,-0.62,-0.38,0.36,0.54,0.21,0.23,0.87,1.22,0.8,-1.09,-1.32,-0.17,2.76,-0.62,-0.45,-0.23,0.61,2.14,-0.62,-0.71,0.39,-1,-0.07,-0.74,0.04,-1.64,-1.18,-2.25,-2.47,-2.4,0.07,-1.32,-1.43,-1.03,-1.47,0.19,3.81,1.69,0.12,0.76,-0.1,0.01,0.12,1.66,1.1,-0.09,0.41,1.16,0.62,0.19,0.33,0.4,0.99,1.48,2.53,0.37,GO0004396@GO0005829@GO0006000@GO0006096@GO0006013@GO0032445@GO0046323
-0.6,0.71,0.42,0.5,0.29,0.11,0.14,-0.03,0.04,-0.22,-0.32,-0.34,-0.01,-0.18,0.26,0.34,-0.23,-0.01,0.61,-0.17,0.12,-0.22,-0.89,-0.64,-0.2,0.24,0.7,0.25,-0.32,0.79,0.79,0.33,-1,-1.56,-0.2,0.98,1.22,0.58,0.04,0.45,0.81,1.02,0.74,0.5,0.59,0.7,0.93,-0.14,-0.3,,,-0.79,,0.28,,-0.86,,,0.32,2.9,2.57,0.81,0.49,-0.74,,-0.69,1.01,0.7,0.18,-0.04,-0.4,-0.94,0.26,0.55,0.82,1.13,0.81,2.14,1.01,GO0003983@GO0005737@GO0006011@GO0006486
0.49,0.99,0.55,0.55,-0.2,0.08,-0.34,-0.04,0.31,0.6,0.58,-0.07,-0.12,-0.4,-0.18,0.08,,0.26,0.92,0.57,0.31,-0.03,,0.11,0.34,0.53,0.2,-0.07,0.15,0.49,0.45,0.3,-0.1,-0.38,-0.29,0.19,0.29,0.21,0.62,0.28,0.24,-0.15,,0.66,0.83,0.84,0.68,0.25,-0.69,-1.74,-2.4,-2.06,-1.79,1.03,-0.67,0.03,-0.04,-1,0.93,2.23,2.04,1.02,0.76,0.88,0.23,-0.23,0.77,0.58,0.69,0.9,1.83,1.45,0.16,0.2,0.24,1.03,0.96,2.02,1.19,GO0004805@GO0005946@GO0005739@GO0005992@GO0006950
0.01,1.32,1.07,0.88,0.62,0.12,-0.22,-0.04,-0.43,-0.42,0.58,-0.22,0.04,-0.14,0.26,0.46,-0.29,0.06,1.21,0.1,-0.25,-0.01,-1.56,-1.64,-1,-0.12,0.04,-0.76,-0.84,0.45,0.36,-0.2,-0.17,-0.15,-0.27,-0.03,-0.27,-0.01,-0.62,0.03,0.33,0.21,-0.42,0.51,0.93,0.5,0.81,-0.38,0.12,0.15,-0.81,-1.69,-2.18,-0.12,-1.09,-2.12,1.15,0.59,0.33,3.89,3.71,1.37,0.88,0.04,-0.06,-0.01,1.33,1.06,0.23,0.18,0.31,-0.3,0.14,0.53,0.71,1.74,1.46,3.19,2.66,GO0004614@GO0005829@GO0006008@GO0006010
-0.2,0.86,0.7,0.21,0.04,0.04,-0.06,0.33,-0.14,0.18,-0.09,0.12,-0.17,-0.17,-0.06,0.53,-0.22,0.39,1.56,0.23,-1.79,0.24,-1.25,-0.94,-0.22,-0.62,-0.49,-0.74,-0.58,0.15,0.28,0.04,-0.94,-0.89,-1.06,-0.1,-0.38,-0.49,-0.74,-1.06,-0.86,-0.42,-0.36,-1.18,0.1,-0.15,0.01,0.08,-1.74,-1.29,-2.25,-2.32,-2.47,-0.4,-1.06,-1.4,-0.01,0.58,1.12,5.57,3.65,1.45,2.58,2.36,0.48,1.01,1.16,1.27,0.1,0.95,1.72,0.45,-0.22,-0.09,-0.25,0.66,0.93,2.2,2.44,GO0016887@GO0051082@GO0005739@GO0005759@GO0006457@GO0000002@GO0006950@GO0030150
