chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,class
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0031202@GO0046540@GO0000398
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005737@GO0006279
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.03,0,0,1,1,1,1,5,5,5,1,GO0004674@GO0005739@GO0000139@GO0006468@GO0048017@GO0000723@GO0006623@GO0045053
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004526@GO0000171@GO0000172@GO0005655@GO0006364@GO0006379@GO0008033
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005779@GO0007031
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003700@GO0008301@GO0005634@GO0005737@GO0045944@GO0047484
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0016455@GO0016592@GO0006366
0,20,0.1,0,0.1,0.1,0,0,0,0.08,0.09,0,0,0.32,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0030528@GO0005677@GO0005678@GO0006281@GO0006334@GO0006342@GO0007265
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004003@GO0005524@GO0003682@GO0005656@GO0042555@GO0005634@GO0005737@GO0006267@GO0006270@GO0006268
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004558@GO0005788@GO0005739@GO0005783@GO0009272
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0030515@GO0030688@GO0005634@GO0005730@GO0006365@GO0042254
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005737@GO0006298
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0008551@GO0043682@GO0005507@GO0005886@GO0006879@GO0015691
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0000142@GO0005935@GO0007120@GO0000910
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0016435@GO0008650@GO0005634@GO0005730@GO0030489@GO0031167
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003887@GO0003964@GO0008233@GO0004540@GO0003723@GO0005515@GO0000943@GO0032197
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0044419
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005088@GO0004871@GO0005935@GO0000131@GO0007120@GO0007121@GO0007264@GO0007124
0,20,0.1,0,0.1,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0016251@GO0005669@GO0006367@GO0000114
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0008236@GO0005575@GO0008150
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0009277@GO0000753@GO0000755
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005624@GO0008150
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0000798@GO0005634@GO0007064@GO0007076
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004674@GO0031431@GO0005634@GO0006468@GO0006270
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003700@GO0016563@GO0005838@GO0000723@GO0000086@GO0046685@GO0045732@GO0045941@GO0045739
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004619@GO0005737@GO0005829@GO0008150
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004712@GO0000778@GO0005816@GO0051227@GO0007103@GO0007094
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004004@GO0005730@GO0006365@GO0000027@GO0042254
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0016439@GO0005634@GO0005739@GO0005737@GO0031119
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003919@GO0005737@GO0006747
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003700@GO0016564@GO0005634@GO0006260@GO0000074
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004672@GO0005634@GO0006468@GO0000723@GO0000077
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005739@GO0008150
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003700@GO0005634@GO0000105@GO0009113@GO0006350@GO0016036
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005198@GO0005643@GO0006259@GO0006998@GO0006999@GO0050000@GO0006974@GO0006607@GO0006608@GO0006609@GO0006610@GO0006611@GO0006406@GO0006407@GO0006408@GO0006409
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0042802@GO0005739@GO0005624@GO0005737@GO0016021@GO0006914@GO0000045@GO0006623
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.29,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003700@GO0003704@GO0005634@GO0019740@GO0045893@GO0006357
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004519@GO0005634@GO0000728@GO0007534@GO0007533
0,34,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0018456@GO0005575@GO0006081
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0009228
0,43,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0015581@GO0005886@GO0008643
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004004@GO0005730@GO0006365
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.04,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005737@GO0006914@GO0000226
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0016563@GO0005634@GO0019878
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003688@GO0043539@GO0031431@GO0006270@GO0045860
0,20,0.1,0,0.1,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004842@GO0019005@GO0005634@GO0005737@GO0031146@GO0000209@GO0042787@GO0051865@GO0000082@GO0000086
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004175@GO0004221@GO0000502@GO0005739@GO0005768@GO0005624@GO0006511@GO0016579@GO0000723@GO0006897@GO0006275
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0008094@GO0046982@GO0033062@GO0005634@GO0000707@GO0045002@GO0030491
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0008168@GO0005730@GO0006364@GO0042254@GO0000723
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0051864@GO0003700@GO0005634@GO0005739@GO0016577@GO0006644@GO0030476
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005200@GO0005869@GO0005737@GO0007067
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0005634@GO0005819@GO0000725@GO0000070@GO0006606
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004842@GO0005515@GO0005680@GO0008054@GO0031145@GO0016567@GO0000022@GO0000070@GO0007091
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005095@GO0005737@GO0007025@GO0007329
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003677@GO0003723@GO0005847@GO0005634@GO0030846@GO0030847@GO0006397@GO0031126@GO0000723
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005200@GO0042729@GO0000778@GO0005819@GO0005816@GO0005876@GO0007020@GO0030472@GO0031110
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.1,0,0,0.33,0,0,0.03,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005737@GO0007004@GO0017148
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003702@GO0005634@GO0005737@GO0016126
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005200@GO0000144@GO0000902@GO0007047
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004004@GO0031202@GO0005681@GO0005682@GO0000360
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005634@GO0008150
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003702@GO0005634@GO0045944
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0019829@GO0012510@GO0006879@GO0015680
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005730@GO0006888
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004842@GO0032266@GO0005770@GO0000329@GO0016567
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005634@GO0005737@GO0006511
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005198@GO0000812@GO0005634@GO0043486
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005794@GO0007047
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005200@GO0005822@GO0005823@GO0007020
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0042162@GO0005515@GO0030870@GO0005634@GO0042138@GO0000727@GO0006303@GO0000723@GO0030435
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005100@GO0004871@GO0005622@GO0000750@GO0007264@GO0030468@GO0007015@GO0001403@GO0007124@GO0007118@GO0007119
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0016491@GO0005575@GO0030476
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003824@GO0005575@GO0030476
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0015999@GO0005657@GO0006260@GO0006280@GO0019985
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005634@GO0000778@GO0005730@GO0000183@GO0045143
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003713@GO0000124@GO0005671@GO0046695@GO0016573
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0031202@GO0046540@GO0000398
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005739@GO0042645@GO0042026@GO0006626
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0000386@GO0004004@GO0031202@GO0005681@GO0000358@GO0000391
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004467@GO0005739@GO0005777@GO0006499@GO0006629
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003700@GO0016563@GO0005634@GO0005829@GO0006807@GO0045944@GO0006808
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005737@GO0008150
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003905@GO0005634@GO0006307
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0051864@GO0032453@GO0032454@GO0016566@GO0005634@GO0016577@GO0006281@GO0000122
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0016887@GO0003680@GO0000217@GO0003690@GO0000798@GO0006302@GO0000070@GO0007064
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005100@GO0005935@GO0005737@GO0007264
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003677@GO0005575@GO0008150
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0018456@GO0005575@GO0006081
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005198@GO0005643@GO0006999@GO0006607@GO0006608@GO0006609@GO0006610@GO0006611@GO0006406@GO0006407@GO0006408@GO0006409
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004722@GO0005737@GO0000082
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004121@GO0005575@GO0006790@GO0006878
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0051087@GO0005739@GO0009060@GO0016226
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003690@GO0005515@GO0000794@GO0007131@GO0007129
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003700@GO0005634@GO0005739@GO0030474@GO0009408@GO0006357
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005200@GO0005635@GO0005816@GO0007103@GO0000090
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003677@GO0005634@GO0005737@GO0008150
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005634@GO0005737@GO0000706
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0017136@GO0045129@GO0000118@GO0016575@GO0045835@GO0006355
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003997@GO0005782@GO0006635
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005485@GO0032266@GO0000329@GO0000723@GO0006906@GO0006896
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005634@GO0005737@GO0007039@GO0043161@GO0045721@GO0006808
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0030234@GO0005680@GO0005739@GO0008054@GO0031145@GO0000022@GO0000070@GO0007091
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0008320@GO0005634@GO0005737@GO0006606
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0031202@GO0046540@GO0005739@GO0000398
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0016944@GO0008023@GO0005634@GO0005739@GO0006334@GO0006368@GO0006355
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0031202@GO0005681@GO0000398@GO0007049
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003724@GO0005737@GO0006417
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005352@GO0005364@GO0015574@GO0005624@GO0015771
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0007047
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.04,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003850@GO0005575@GO0006006
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0015238@GO0016021@GO0015893
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0019843@GO0005730@GO0000747@GO0000027@GO0008361
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0016789@GO0005625@GO0006464@GO0000723
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0008565@GO0005739@GO0005741@GO0031307@GO0008150
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.03,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0042800@GO0048188@GO0018027@GO0016571@GO0000183@GO0006348@GO0030466@GO0000723@GO0030437
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0008094@GO0032137@GO0032139@GO0005739@GO0006298@GO0007131@GO0000002
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005200@GO0005869@GO0000132@GO0007097
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0030437
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004003@GO0000014@GO0017108@GO0005634@GO0000784@GO0006261@GO0006281@GO0006273@GO0000723@GO0001302
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.07,0,0,0.1,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0030623@GO0031202@GO0005682@GO0046540@GO0000398@GO0000389
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.03,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004842@GO0005515@GO0005680@GO0008054@GO0031145@GO0016567@GO0000022@GO0000070@GO0007091
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004004@GO0005730@GO0006365@GO0042254
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0000145@GO0005934@GO0007121@GO0006906@GO0006904@GO0000910@GO0006893
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0000400@GO0000794@GO0000800@GO0007129@GO0007130
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0035091@GO0031932@GO0005739@GO0005886@GO0005737@GO0045011@GO0030950@GO0001558
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.06,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003678@GO0016251@GO0000112@GO0005675@GO0006289@GO0000717@GO0006366@GO0006367@GO0007070
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005200@GO0031262@GO0000778@GO0000780@GO0007059@GO0007020
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.07,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003896@GO0005658@GO0006260@GO0006269@GO0006270@GO0006273
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003704@GO0005634@GO0019740@GO0006357
